ensg,symbol,chr,start,end,strand,gene_biotype,hgnc_symbol,entrezID,mim,uniprot,alias,TSS_distance,weighted_TSS_distance,distance,weighted_distance,VEP_sum,VEP_max,CADD_sum,CADD_max,CLPP_eQTLgen_sum,CLPP_eQTLgen_max,CLPP_GTEX_eQTL_sum,CLPP_GTEX_eQTL_max,CLPP_GTEX_tissue_weighted_eQTL_sum,CLPP_GTEX_tissue_weighted_eQTL_max,max_CLPP_eQTL_eQTLCatalog_sum,max_CLPP_eQTL_eQTLCatalog_max,mean_CLPP_eQTL_eQTLCatalog_sum,mean_CLPP_eQTL_eQTLCatalog_max,max_CLPP_rQTL_eQTLCatalog_sum,max_CLPP_rQTL_eQTLCatalog_max,mean_CLPP_rQTL_eQTLCatalog_sum,mean_CLPP_rQTL_eQTLCatalog_max,HACER_CAGE_sum,HACER_CAGE_max,HACER_PRO-seq_GRO-seq_sum,HACER_PRO-seq_GRO-seq_max,cicero_sum,cicero_max,Jung_HiC_sum,Jung_HiC_max,Javierre_HiC_sum,Javierre_HiC_max,ABC_EP_sum,ABC_EP_max,ABC_CRISPR_sum,ABC_CRISPR_max,F5_ep_sum,F5_ep_max,GeneHancer_max,GeneHancer_sum,RoadmapEpi_sum,RoadmapEpi_max,EpiMap_sum,EpiMap_max,Promoter_sum,Promoter_max,MAGMA_Z,PoPS_Score,TP,rel_TSS_distance,rel_weighted_TSS_distance,rel_distance,rel_weighted_distance,rel_VEP_sum,rel_VEP_max,rel_CADD_sum,rel_CADD_max,rel_CLPP_eQTLgen_sum,rel_CLPP_eQTLgen_max,rel_CLPP_GTEX_eQTL_sum,rel_CLPP_GTEX_eQTL_max,rel_CLPP_GTEX_tissue_weighted_eQTL_sum,rel_CLPP_GTEX_tissue_weighted_eQTL_max,rel_max_CLPP_eQTL_eQTLCatalog_sum,rel_max_CLPP_eQTL_eQTLCatalog_max,rel_mean_CLPP_eQTL_eQTLCatalog_sum,rel_mean_CLPP_eQTL_eQTLCatalog_max,rel_max_CLPP_rQTL_eQTLCatalog_sum,rel_max_CLPP_rQTL_eQTLCatalog_max,rel_mean_CLPP_rQTL_eQTLCatalog_sum,rel_mean_CLPP_rQTL_eQTLCatalog_max,rel_HACER_CAGE_sum,rel_HACER_CAGE_max,rel_HACER_PRO-seq_GRO-seq_sum,rel_HACER_PRO-seq_GRO-seq_max,rel_cicero_sum,rel_cicero_max,rel_Jung_HiC_sum,rel_Jung_HiC_max,rel_Javierre_HiC_sum,rel_Javierre_HiC_max,rel_ABC_EP_sum,rel_ABC_EP_max,rel_ABC_CRISPR_sum,rel_ABC_CRISPR_max,rel_F5_ep_sum,rel_F5_ep_max,rel_GeneHancer_max,rel_GeneHancer_sum,rel_RoadmapEpi_sum,rel_RoadmapEpi_max,rel_EpiMap_sum,rel_EpiMap_max,rel_Promoter_sum,rel_Promoter_max,rel_MAGMA_Z,rel_PoPS_Score,genes_in_locus,credset_size,genes_within_50kb,genes_within_100kb,genes_within_250kb,Highest_PIP,filename,locus
ENSG00000113761,ZNF346,5,176449697,176508190,1,protein_coding,ZNF346,23567.0,605308.0,Q9UL40,|JAZ|Zfp346|ZNF346|,291802.0,291802.0,291802.0,291802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4885467667791194,0,0.6128475128403387,0.6128475128403387,0.6078433483469946,0.6078433483469946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1094873241168453,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000251666,ZNF346-IT1,5,176478715,176479964,1,sense_intronic,ZNF346-IT1,0.0,0.0,,|ZNF346-IT1|,320028.0,320028.0,320028.0,320028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5753481438968203,0.5753481438968203,0.5698592788867193,0.5698592788867193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163914967758325,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000160867,FGFR4,5,176513887,176525145,1,protein_coding,FGFR4,2264.0,134935.0,P22455,|CD334|JTK2|TKF|176944|FGFR4|,274847.0,274847.0,274847.0,274847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.592819127350382,0,0.6353729078816962,0.6353729078816962,0.6306598968377112,0.6306598968377112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7010270156073842,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000165671,NSD1,5,176560026,176727216,1,protein_coding,NSD1,64324.0,606681.0,Q96L73,|ARA267|KMT3B|SOTOS|SOTOS1|STO|FLJ22263|NSD1|,72776.0,72776.0,72776.0,72776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130297762677926,0.0130297762677926,0.0031367979903945,0.0031367979903945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.622546934138278,4.598896791886611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588576224645596,0,0.9038323063719432,0.9038323063719432,0.90258928463291,0.90258928463291,0.0,0.0,0.0,0.0,0.0,0.0,0.0004439373018739,0.0130711,0.0004036862548943,0.003408418130432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600551061203566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657185339512952,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000240729,CTD-2301A4.3,5,176691767,176692242,1,pseudogene,,0.0,0.0,,|CTD-2301A4.3|,107750.0,107750.0,107750.0,107750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8573679497705612,0.8573679497705612,0.8555243499874176,0.8555243499874176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163914967758325,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000270706,CTD-2301A4.5,5,176692581,176693589,-1,pseudogene,,0.0,0.0,,|CTD-2301A4.5|,106403.0,106403.0,106403.0,106403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8591574930982349,0.8591574930982349,0.8573370241730263,0.8573370241730263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163914967758325,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000169228,RAB24,5,176728199,176730745,-1,protein_coding,RAB24,53917.0,612415.0,Q969Q5,|RAB24|,69247.0,69247.0,69247.0,69247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.022631250387909,2.890629198899607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134432244729479,0,0.908520723894854,0.908520723894854,0.907338302599512,0.907338302599512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522776955778381,0.6285483953454369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142315092890202,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000213347,MXD3,5,176728462,176739758,-1,protein_coding,MXD3,83463.0,609450.0,Q9BW11,|BHLHC13|MAD3|MYX|bHLHc13|MXD3|,60234.0,60234.0,60234.0,60234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.700142568785022,2.7032377571062027,137.82236288052175,10.316161862402906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5795117793824591,0,0.9204948545647303,0.9204948545647303,0.919467205669216,0.919467205669216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5878013531147869,0.8395656450410677,0.6347431953305173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317377944533796,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000169230,PRELID1,5,176730775,176733960,1,protein_coding,PRELID1,27166.0,605733.0,Q9Y255,|PRELI|PX19|SBBI12|CGI-106|PRELID1|,66032.0,66032.0,66032.0,66032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.022631250387909,2.890629198899607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.614404170612757,0,0.9127919798699624,0.9127919798699624,0.9116647669697658,0.9116647669697658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522776955778381,0.6285483953454369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3240269211525676,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
ENSG00000169223,LMAN2,5,176758563,176778853,-1,protein_coding,LMAN2,10960.0,609551.0,Q12907,|C5orf8|GP36B|VIP36|LMAN2|,21139.0,21139.0,21139.0,21139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133929245486838,0.0133929245486838,0.0022321540914473,0.0022321540914473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.906754842024654,6.537945258516188,0.0513571216895807,0.0178733150600578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.552175493182475,0,0.9724341243460262,0.9724341243460262,0.9720778198387569,0.9720778198387569,0.0,0.0,0.0,0.0,0.0,0.0,0.0004563101212291,0.0134354,0.0002872642510875,0.0024254397313772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3832059551334896,0.4022732795043549,0.8790758783080519,0.8737390965352565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3121688338543902,55,1,8,15,27,0.996838542111427,SAIGE_594_1/finemap_b38/annotated_credset_4.txt,0
