phenotype	locusname	ensg	symbol	TP	FLAMES	rel_MAGMA_Z	rel_PoPS_Score	rel_weighted_distance
GCST000760	annotated_credset_1.txt	ENSG00000121957	GPSM2	0	-0.4976038022052383	0.0	0.3075178269742394	0.5182106318371363
GCST000760	annotated_credset_1.txt	ENSG00000121940	CLCC1	0	-0.4858458660445245	0.0	0.2278371975637946	0.5590802306768542
GCST000760	annotated_credset_1.txt	ENSG00000085433	WDR47	0	-0.2021590778513465	0.0	0.7550955367141277	0.6702615236232522
GCST000760	annotated_credset_1.txt	ENSG00000197780	TAF13	0	-0.2661320160643737	0.0	0.632395107446887	0.7179511944086526
GCST000760	annotated_credset_1.txt	ENSG00000215717	TMEM167B	0	-0.4108724149885242	0.0	0.4486001397148578	0.7475076635529648
GCST000760	annotated_credset_1.txt	ENSG00000179902	C1orf194	0	-0.577860429441721	0.0	0.1393390575552905	0.7714033317800428
GCST000760	annotated_credset_1.txt	ENSG00000116299	KIAA1324	0	-0.5903172216173539	0.0	0.1144254732040245	0.9026113494481004
GCST000760	annotated_credset_1.txt	ENSG00000031698	SARS	0	-0.2979905570154632	0.0	0.5422159474502255	0.9469347569791516
GCST000760	annotated_credset_1.txt	ENSG00000143126	CELSR2	0	-0.0942991361330319	0.0	0.0	1.0
GCST000760	annotated_credset_1.txt	ENSG00000134222	PSRC1	0	0.0229945084173982	0.0	0.4533492100298155	0.9956599029108016
GCST000760	annotated_credset_1.txt	ENSG00000221986	MYBPHL	0	-0.2070933652856871	0.0	0.7430068080368527	0.9775732980345596
GCST000760	annotated_credset_1.txt	ENSG00000134243	SORT1	1	-0.0229945084173982	0.0	0.4844714571219414	0.9532794392715224
GCST000760	annotated_credset_1.txt	ENSG00000143106	PSMA5	0	-0.1722975441855078	0.0	0.7502326798972456	0.8269584338196154
GCST000760	annotated_credset_1.txt	ENSG00000143028	SYPL2	0	-0.2827712433618684	0.0	0.0096867975052177	0.7316087447355349
GCST000760	annotated_credset_1.txt	ENSG00000162650	ATXN7L2	0	-0.4017956934213623	0.0	0.3100218581101067	0.7077159005548113
GCST000760	annotated_credset_1.txt	ENSG00000174151	CYB561D1	0	-0.3678418008823686	0.0	0.4067308459621421	0.6927865795026991
GCST000760	annotated_credset_1.txt	ENSG00000181754	AMIGO1	0	-0.5139918556248738	0.0	0.1372321357080886	0.6784926688803088
GCST000760	annotated_credset_1.txt	ENSG00000156097	GPR61	0	-0.4314469640945418	0.0	0.4501997311543115	0.6280876775252298
GCST000760	annotated_credset_1.txt	ENSG00000065135	GNAI3	0	-0.2012046754293229	0.0	0.7051568836724329	0.6157480069800289
GCST000760	annotated_credset_1.txt	ENSG00000134183	GNAT2	0	-0.4936188023885305	0.0	0.4310447819451797	0.5385724682091741
GCST000760	annotated_credset_1.txt	ENSG00000116337	AMPD2	0	-0.5368828676800393	0.0	0.1819898054301551	0.5204463266839718
GCST000760	annotated_credset_1.txt	ENSG00000168765	GSTM4	0	-0.3636172279865851	0.0	0.5273741722422955	0.4639978761306481
GCST000760	annotated_credset_1.txt	ENSG00000213366	GSTM2	0	-0.2392941504792857	0.0	0.7677899986970191	0.4471369073721811
GCST000760	annotated_credset_1.txt	ENSG00000134184	GSTM1	0	-0.5015296137487423	0.0	0.2958600896904546	0.4191901446498312
GCST000760	annotated_credset_1.txt	ENSG00000134201	GSTM5	0	-0.4928415601965968	0.0	0.4437152941610784	0.3846972424781677
GCST000760	annotated_credset_1.txt	ENSG00000134202	GSTM3	0	-0.1603255765633507	0.0	0.5132847007738838	0.3540704597655682
GCST000760	annotated_credset_1.txt	ENSG00000198758	EPS8L3	0	-0.4921487436285102	0.0	0.3146218299309186	0.3312691095007892
GCST000760	annotated_credset_1.txt	ENSG00000184371	CSF1	0	-0.1857045566168588	0.0	0.9546863456931132	0.1051166534004959
GCST000760	annotated_credset_1.txt	ENSG00000168710	AHCYL1	0	-0.213174639673071	0.0	1.0	0.0
GCST000760	annotated_credset_2.txt	ENSG00000198646	NCOA6	0	-0.3666612423501261	0.0	0.8009111124785321	0.034474542074648
GCST000760	annotated_credset_2.txt	ENSG00000131067	GGT7	0	-0.5261661969035876	0.0	0.4819012033716089	0.0971393492094879
GCST000760	annotated_credset_2.txt	ENSG00000131069	ACSS2	0	-0.5193149122852669	0.0	0.49560377260825	0.1702834652411858
GCST000760	annotated_credset_2.txt	ENSG00000100983	GSS	0	-0.6297313500020079	0.0	0.2066179926642704	0.2072510690520017
GCST000760	annotated_credset_2.txt	ENSG00000078814	MYH7B	0	-0.5556091942316943	0.0	0.4230152087153953	0.26913142127132
GCST000760	annotated_credset_2.txt	ENSG00000100991	TRPC4AP	0	-0.5126900449464218	0.0	0.5088535072859407	0.3891676240298322
GCST000760	annotated_credset_2.txt	ENSG00000088298	EDEM2	0	-0.5446970659212063	0.0	0.4389514801068793	0.635061720341235
GCST000760	annotated_credset_2.txt	ENSG00000101000	PROCR	0	-0.2671167985893921	0.0	1.0	0.5013154755820077
GCST000760	annotated_credset_2.txt	ENSG00000125966	MMP24	0	-0.4442634763883628	0.0	0.6398186591725664	0.6335658139287259
GCST000760	annotated_credset_2.txt	ENSG00000242372	EIF6	0	-0.5413912536950343	0.0	0.4455631045592236	0.6441672376347684
GCST000760	annotated_credset_2.txt	ENSG00000125998	FAM83C	0	-0.5987475380803917	0.0	0.3308505357885087	0.6540107531229379
GCST000760	annotated_credset_2.txt	ENSG00000101019	UQCC1	0	-0.7607718841530517	0.0	0.0	0.812945831946215
GCST000760	annotated_credset_2.txt	ENSG00000204183	GDF5OS	0	-0.5250738651481388	0.0	0.471396038009826	0.8438780440465795
GCST000760	annotated_credset_2.txt	ENSG00000125965	GDF5	0	-0.5107153903726311	0.0	0.1935982475706067	0.869522153975306
GCST000760	annotated_credset_2.txt	ENSG00000126001	CEP250	0	-0.2344599113211043	0.0	0.5005755009159701	0.9454934933065996
GCST000760	annotated_credset_2.txt	ENSG00000125975	C20orf173	0	-0.3874083790330733	0.0	0.5682361330884675	0.9689567920234784
GCST000760	annotated_credset_2.txt	ENSG00000125991	ERGIC3	0	0.0342886108958042	0.0	0.6255034993292796	1.0
GCST000760	annotated_credset_2.txt	ENSG00000061656	SPAG4	0	-0.5018821696302682	0.0	0.3753839326771588	0.916450405570893
GCST000760	annotated_credset_2.txt	ENSG00000214078	CPNE1	1	-0.2583201658219269	0.0	0.1919707069411804	0.9029925571978412
GCST000760	annotated_credset_2.txt	ENSG00000272897	RP1-309K20.6	0	-0.404455156816538	0.0	0.7126334546730274	0.894618401424532
GCST000760	annotated_credset_2.txt	ENSG00000244462	RBM12	0	-0.0342886108958042	0.0	0.8145252222804863	0.8726045523992768
GCST000760	annotated_credset_2.txt	ENSG00000244005	NFS1	0	-0.4845510949638354	0.0	0.5524415783784326	0.8472126360982138
GCST000760	annotated_credset_2.txt	ENSG00000125995	ROMO1	0	-0.6985936348051744	0.0	0.1243564986957546	0.8057772230731074
GCST000760	annotated_credset_2.txt	ENSG00000131051	RBM39	0	-0.5285165221359165	0.0	0.3608119935655204	0.8000205716879684
GCST000760	annotated_credset_2.txt	ENSG00000025293	PHF20	0	-0.5921555990775131	0.0	0.3385259909427032	0.7092773224500083
GCST000760	annotated_credset_2.txt	ENSG00000171222	SCAND1	0	-0.4819000663022912	0.0	0.1331709294789869	0.4681762323990936
GCST000760	annotated_credset_2.txt	ENSG00000149646	CNBD2	0	-0.4419589993670785	0.0	0.5486887254282695	0.4483020472043306
GCST000760	annotated_credset_2.txt	ENSG00000088367	EPB41L1	0	-0.373960448981907	0.0	0.4850331543846479	0.2851540074641913
GCST000760	annotated_credset_2.txt	ENSG00000269650	AL121895.1	0	-0.4108000712528783	0.0	0.7126334546730274	0.1829027647954828
GCST000760	annotated_credset_2.txt	ENSG00000131043	AAR2	0	-0.7026224024145069	0.0	0.1289887923497702	0.0927501795802082
GCST000760	annotated_credset_2.txt	ENSG00000080845	DLGAP4	0	-0.6947958133143803	0.0	0.141136263762914	0.0
GCST002221	annotated_credset_1.txt	ENSG00000080503	SMARCA2	0	-0.4465359424505873	0.0	0.8745213840670711	0.2257912033493899
GCST002221	annotated_credset_1.txt	ENSG00000147852	VLDLR	1	0.4005014918335187	0.0	0.6075512258561083	1.0
GCST002221	annotated_credset_1.txt	ENSG00000168263	KCNV2	0	-0.916708880976664	0.0	0.1957765974461311	0.8671204319023164
GCST002221	annotated_credset_1.txt	ENSG00000080608	KIAA0020	0	-0.4005014918335187	0.0	1.0	0.8619831076050407
GCST002221	annotated_credset_1.txt	ENSG00000080298	RFX3	0	-0.6655356309898602	0.0	0.0	0.0
GCST002221	annotated_credset_2.txt	ENSG00000077942	FBLN1	0	-0.3314287495785984	0.0	0.8214016185862356	0.0
GCST002221	annotated_credset_2.txt	ENSG00000130638	ATXN10	0	-0.6714053995817753	0.0	0.1414483185798818	0.3868765796595867
GCST002221	annotated_credset_2.txt	ENSG00000188064	WNT7B	0	-0.2311538403734861	0.0	1.0	0.5957410050805443
GCST002221	annotated_credset_2.txt	ENSG00000182257	C22orf26	0	-0.526514679275533	0.0	0.4097205886601396	0.717766871201488
GCST002221	annotated_credset_2.txt	ENSG00000197182	FLJ27365	0	-0.3375414129770261	0.0	0.7922384398835575	0.8124912025677737
GCST002221	annotated_credset_2.txt	ENSG00000186951	PPARA	1	-0.0478968983863835	0.0	0.4191445468922958	1.0
GCST002221	annotated_credset_2.txt	ENSG00000205643	CDPF1	0	-0.0987841265473018	0.0	0.0842062569522952	0.981372782599599
GCST002221	annotated_credset_2.txt	ENSG00000130943	PKDREJ	0	-0.2853015830389184	0.0	0.1426100284325635	0.9629108545071337
GCST002221	annotated_credset_2.txt	ENSG00000075234	TTC38	0	0.0478968983863835	0.0	0.7195139550130256	0.9434253763333316
GCST002221	annotated_credset_2.txt	ENSG00000075218	GTSE1	0	-0.1271669383787589	0.0	0.9685259718819108	0.8978251110997956
GCST002221	annotated_credset_2.txt	ENSG00000100416	TRMU	0	-0.3492394199024308	0.0	0.6124308974454069	0.8437417388453998
GCST002221	annotated_credset_2.txt	ENSG00000075275	CELSR1	0	-0.2908985226290609	0.0	0.8860538674529619	0.7962734154912824
GCST002221	annotated_credset_2.txt	ENSG00000075240	GRAMD4	0	-0.7421295588717162	0.0	0.0	0.4553361718352098
GCST002221	annotated_credset_2.txt	ENSG00000100422	CERK	0	-0.7250999770030228	0.0	0.0340591637373867	0.283584151298377
GCST002221	annotated_credset_2.txt	ENSG00000054611	TBC1D22A	0	-0.2865878755465526	0.0	0.907967712658628	0.1596648759712458
GCST002221	annotated_credset_3.txt	ENSG00000130368	MAS1	0	-0.6799272931037796	0.0	0.5100351818953437	0.0091394883819175
GCST002221	annotated_credset_3.txt	ENSG00000197081	IGF2R	0	-0.6155702634500897	0.0	0.6387492412027236	0.3523848901891141
GCST002221	annotated_credset_3.txt	ENSG00000175003	SLC22A1	0	-0.5630638307023101	0.0	0.2405259321148473	0.4279259130196761
GCST002221	annotated_credset_3.txt	ENSG00000112499	SLC22A2	0	-0.5432613651648852	0.0	0.0	0.6266239828480459
GCST002221	annotated_credset_3.txt	ENSG00000146477	SLC22A3	0	-0.1736231528923995	0.0	0.4557650243221929	0.9229400818695932
GCST002221	annotated_credset_3.txt	ENSG00000198670	LPA	1	0.1736231528923995	0.0	0.8433032520416935	1.0
GCST002221	annotated_credset_3.txt	ENSG00000122194	PLG	0	-0.4148944775954577	0.0	1.0	0.714693164198257
GCST002221	annotated_credset_3.txt	ENSG00000085511	MAP3K4	0	-0.6105377100836822	0.0	0.6488143479355385	0.2309990375875527
GCST002221	annotated_credset_3.txt	ENSG00000026652	AGPAT4	0	-0.7510659330835108	0.0	0.3649453971675095	0.0
GCST002221	annotated_credset_4.txt	ENSG00000111816	FRK	1	0.0932178851598879	0.0	1.0	1.0
GCST002221	annotated_credset_4.txt	ENSG00000178425	NT5DC1	0	-0.0932178851598879	0.0	0.8088108076117911	0.8976354325528874
GCST002221	annotated_credset_4.txt	ENSG00000123500	COL10A1	0	-0.9743816498285154	0.0	0.0	0.8727274139761739
GCST002221	annotated_credset_4.txt	ENSG00000234188	AL121963.1	0	-0.5428746479440278	0.0	0.8630140037689749	0.8696487090132229
GCST002221	annotated_credset_4.txt	ENSG00000187189	TSPYL4	0	-0.830709412443497	0.0	0.2904100608601248	0.6921050030678554
GCST002221	annotated_credset_4.txt	ENSG00000111817	DSE	0	-0.7495766926755896	0.0	0.4483713297874188	0.6863375991869466
GCST002221	annotated_credset_4.txt	ENSG00000189241	TSPYL1	0	-0.831549178221384	0.0	0.2953667912443531	0.6554609721972783
GCST002221	annotated_credset_4.txt	ENSG00000188820	FAM26F	0	-0.7085930937945086	0.0	0.5489847677839559	0.4007966716092494
GCST002221	annotated_credset_4.txt	ENSG00000173626	TRAPPC3L	0	-0.6606696178932232	0.0	0.6448317195865267	0.3544658828225652
GCST002221	annotated_credset_4.txt	ENSG00000178033	FAM26E	0	-0.8772007920686369	0.0	0.2117693712356992	0.3315106506972849
GCST002221	annotated_credset_4.txt	ENSG00000164451	FAM26D	0	-0.709207710772543	0.0	0.5477555338278874	0.3075797144029047
GCST002221	annotated_credset_4.txt	ENSG00000111832	RWDD1	0	-0.738664481670589	0.0	0.488841992031795	0.2492083502978214
GCST002221	annotated_credset_4.txt	ENSG00000111834	RSPH4A	0	-0.5220631479448425	0.0	0.3521472462295039	0.1870389061220608
GCST002221	annotated_credset_4.txt	ENSG00000153975	ZUFSP	0	-0.3430059726308172	0.0	0.8745021955361436	0.1606631969519978
GCST002221	annotated_credset_4.txt	ENSG00000196911	KPNA5	0	-0.4120451890066223	0.0	0.9115028700690792	0.0978639550286684
GCST002221	annotated_credset_4.txt	ENSG00000183807	FAM162B	0	-0.7828912257720406	0.0	0.3971865423115579	0.0
GCST002221	annotated_credset_5.txt	ENSG00000198648	STK39	0	-0.6001226991771155	0.0	0.5041698658736778	0.0
GCST002221	annotated_credset_5.txt	ENSG00000172292	CERS6	0	-0.5822139007558506	0.0	0.5268147170115567	0.7263281874700607
GCST002221	annotated_credset_5.txt	ENSG00000163072	NOSTRIN	0	-0.3436501932635515	0.0	1.0	0.8508944370854143
GCST002221	annotated_credset_5.txt	ENSG00000152253	SPC25	0	-0.5624903394454636	0.0	0.4508904931586367	0.9168533550743718
GCST002221	annotated_credset_5.txt	ENSG00000152254	G6PC2	0	-0.6613354013388945	0.0	0.2560652070182593	0.9122003825284388
GCST002221	annotated_credset_5.txt	ENSG00000073734	ABCB11	1	0.3436501932635515	0.0	0.3851544906674262	1.0
GCST002221	annotated_credset_5.txt	ENSG00000073737	DHRS9	0	-0.8436501932635515	0.0	0.0	0.8744547619398169
GCST002221	annotated_credset_5.txt	ENSG00000081479	LRP2	0	-0.5094869746600673	0.0	0.3416649696547833	0.788562211862047
GCST002221	annotated_credset_5.txt	ENSG00000163093	BBS5	0	-0.6842864348966896	0.0	0.3358423944345294	0.3033230556789539
GCST002221	annotated_credset_5.txt	ENSG00000251569	RP11-724O16.1	0	-0.5583670501349315	0.0	0.5876811639580457	0.3029068241301175
GCST002221	annotated_credset_5.txt	ENSG00000239474	KLHL41	0	-0.6206160950965792	0.0	0.4631830740347501	0.2612533477429166
GCST002221	annotated_credset_5.txt	ENSG00000138399	FASTKD1	0	-0.5838812312880298	0.0	0.5366528016518489	0.2336235667511153
GCST002221	annotated_credset_5.txt	ENSG00000138398	PPIG	0	-0.6922803703912398	0.0	0.319854523445429	0.1583835121732024
GCST002221	annotated_credset_5.txt	ENSG00000154479	CCDC173	0	-0.5653169189810597	0.0	0.5737814262657891	0.0741931010451444
GCST002221	annotated_credset_5.txt	ENSG00000144362	PHOSPHO2	0	-0.6887077488808165	0.0	0.3269997664662756	0.0066037131148839
GCST002221	annotated_credset_5.txt	ENSG00000213160	KLHL23	0	-0.5497623078965531	0.0	0.603168789456531	0.0065720133611645
GCST002221	annotated_credset_6.txt	ENSG00000183780	SLC35F3	0	-0.496377051174903	0.0	0.5746914293177395	0.5025924760334858
GCST002221	annotated_credset_6.txt	ENSG00000168275	COA6	0	-0.4108627757647514	0.0	0.7428876866276062	0.6064915182542524
GCST002221	annotated_credset_6.txt	ENSG00000059588	TARBP1	0	-0.571746701814245	0.0	0.4095676199061213	0.7723830331997912
GCST002221	annotated_credset_6.txt	ENSG00000168264	IRF2BP2	1	-0.0020297094279153	0.0	0.3485267463947838	1.0
GCST002221	annotated_credset_6.txt	ENSG00000173726	TOMM20	0	0.0020297094279153	0.0	1.0	0.4503123724652059
GCST002221	annotated_credset_6.txt	ENSG00000188739	RBM34	0	-0.7571077926993193	0.0	0.0532299462689071	0.4121842355428756
GCST002221	annotated_credset_6.txt	ENSG00000054267	ARID4B	0	-0.5229326699285872	0.0	0.5215801918103711	0.4113971348081307
GCST002221	annotated_credset_6.txt	ENSG00000152904	GGPS1	0	-0.7837227658337729	0.0	0.0	0.0698268301488733
GCST002221	annotated_credset_6.txt	ENSG00000116957	TBCE	0	-0.6317411604572485	0.0	0.3008690144334687	0.0
GCST002221	annotated_credset_7.txt	ENSG00000132849	INADL	0	-0.6569732912543529	0.3355077705989472	0.3196645706403461	0.2774205813603839
GCST002221	annotated_credset_7.txt	ENSG00000240563	L1TD1	0	-0.8497554870949791	0.1205278519220695	0.0552647392770871	0.3466976205609503
GCST002221	annotated_credset_7.txt	ENSG00000132854	KANK4	0	-0.8647493317889796	0.267780078329633	0.0252770498890857	0.4999477391940823
GCST002221	annotated_credset_7.txt	ENSG00000162607	USP1	0	-0.1936221368196391	0.842031082395789	0.7550190897453694	0.6894120264970691
GCST002221	annotated_credset_7.txt	ENSG00000116641	DOCK7	1	0.1936221368196391	1.0	1.0	1.0
GCST002221	annotated_credset_7.txt	ENSG00000132855	ANGPTL3	1	-0.2594682452569588	0.4604859430738143	0.6285463324044211	0.910310584293372
GCST002221	annotated_credset_7.txt	ENSG00000269624	AL138847.1	0	-0.8283590654226529	0.0800134707012248	0.0838466432143904	0.915203539941751
GCST002221	annotated_credset_7.txt	ENSG00000125703	ATG4C	0	-0.2269321783473978	0.842031082395789	0.9650465744388754	0.8349866738300789
GCST002221	annotated_credset_7.txt	ENSG00000187140	FOXD3	0	-0.8773878567335225	0.0	0.0	0.0637286364369612
GCST002221	annotated_credset_7.txt	ENSG00000088035	ALG6	0	-0.8536021117028993	0.1525257564796567	0.0443511703133217	0.0
GCST002222	annotated_credset_1.txt	ENSG00000157216	SSBP3	0	-0.9891318155805644	0.1375585462005215	0.1510398418797101	0.0
GCST002222	annotated_credset_1.txt	ENSG00000162390	ACOT11	0	-1.0652865259872772	0.0	0.0	0.3602790126018563
GCST002222	annotated_credset_1.txt	ENSG00000162391	FAM151A	0	-1.029311874314403	0.0758783474832857	0.0719493033457488	0.3353211119003344
GCST002222	annotated_credset_1.txt	ENSG00000271723	MROH7-TTC4	0	-0.8623509474086415	0.2449980845042573	0.4017649335740503	0.5248709087861835
GCST002222	annotated_credset_1.txt	ENSG00000184313	MROH7	0	-0.9278506009850708	0.2781262744225707	0.2720120787527343	0.4737260472948706
GCST002222	annotated_credset_1.txt	ENSG00000243725	TTC4	0	-0.96239761759217	0.2637946588563872	0.2016715932069928	0.5254279762807365
GCST002222	annotated_credset_1.txt	ENSG00000162396	PARS2	0	-0.9975339405681554	0.1414389698340315	0.1333726358574697	0.5603157247863112
GCST002222	annotated_credset_1.txt	ENSG00000006555	TTC22	0	-0.9677897695108796	0.1985590528800405	0.1893069318179994	0.6189801993631234
GCST002222	annotated_credset_1.txt	ENSG00000162398	C1orf177	0	-0.9512787162546076	0.2681854694200373	0.2223290383305432	0.684399715879616
GCST002222	annotated_credset_1.txt	ENSG00000116133	DHCR24	0	-0.9664511120892164	0.218406060381369	0.1865511044761147	0.7561736326706519
GCST002222	annotated_credset_1.txt	ENSG00000143001	TMEM61	0	-0.825307591231367	0.4461374955202116	0.4192541150867719	0.9238924492613668
GCST002222	annotated_credset_1.txt	ENSG00000162399	BSND	0	-0.8488036688800595	0.3706175311113582	0.3553763215523871	0.9535654713924292
GCST002222	annotated_credset_1.txt	ENSG00000169174	PCSK9	1	0.5684696943534515	1.0	1.0	1.0
GCST002222	annotated_credset_1.txt	ENSG00000162402	USP24	0	-0.5684696943534515	0.970093550340464	0.9231348987527284	0.9578847397026312
GCST002222	annotated_credset_2.txt	ENSG00000168646	AXIN2	0	-1.0508999680296855	0.0	0.0	0.0
GCST002222	annotated_credset_2.txt	ENSG00000266076	CTD-2535L24.2	0	-0.8100185615831617	0.0	0.481762812893048	0.1216056616346131
GCST002222	annotated_credset_2.txt	ENSG00000154240	CEP112	0	-0.5682625607238243	0.0	0.3278501071990027	0.9657207631564838
GCST002222	annotated_credset_2.txt	ENSG00000091583	APOH	1	0.550835147021584	0.0	1.0	1.0
GCST002222	annotated_credset_2.txt	ENSG00000154229	PRKCA	0	-0.550835147021584	0.0	0.7430385966365647	0.8649326378836271
GCST002222	annotated_credset_2.txt	ENSG00000075429	CACNG5	0	-0.7081323322318149	0.0	0.375896890591408	0.0492635739068495
GCST002222	annotated_credset_3.txt	ENSG00000106605	BLVRA	0	-0.5490881587223101	0.0	0.5977330562519246	0.0
GCST002222	annotated_credset_3.txt	ENSG00000062582	MRPS24	0	-0.4352960153256223	0.0	0.6754489739428223	0.0852249736026431
GCST002222	annotated_credset_3.txt	ENSG00000270617	URGCP-MRPS24	0	-0.5024194126724494	0.0	0.6932749665340193	0.1352212268810245
GCST002222	annotated_credset_3.txt	ENSG00000106608	URGCP	0	-0.5405329029730822	0.0	0.6170479859327535	0.1622275963077761
GCST002222	annotated_credset_3.txt	ENSG00000078967	UBE2D4	0	-0.5002490251070529	0.0	0.609169482166216	0.202726250894104
GCST002222	annotated_credset_3.txt	ENSG00000136206	SPDYE1	0	-0.573316304606225	0.0	0.551481182666468	0.2762791648216901
GCST002222	annotated_credset_3.txt	ENSG00000136279	DBNL	0	-0.4722049528392923	0.0	0.7537038862003336	0.3571184304642528
GCST002222	annotated_credset_3.txt	ENSG00000164708	PGAM2	0	-0.5513224625362797	0.0	0.5170560955813831	0.3518471337579618
GCST002222	annotated_credset_3.txt	ENSG00000122678	POLM	0	-0.6930364680263882	0.0	0.2336280846011659	0.3749446507033618
GCST002222	annotated_credset_3.txt	ENSG00000106624	AEBP1	0	-0.6833568178921425	0.0	0.2529873848696574	0.4185728396743758
GCST002222	annotated_credset_3.txt	ENSG00000106628	POLD2	0	-0.7434625892940023	0.0	0.1327758420659376	0.4319193433018836
GCST002222	annotated_credset_3.txt	ENSG00000106631	MYL7	0	-0.6488091766696641	0.0	0.3220826673146141	0.4550454715760073
GCST002222	annotated_credset_3.txt	ENSG00000106633	GCK	0	-0.8112424200222385	0.0	0.0756289518344409	0.532484076433121
GCST002222	annotated_credset_3.txt	ENSG00000106636	YKT6	0	-0.5952733380499098	0.0	0.4270308694793547	0.5544521271160462
GCST002222	annotated_credset_3.txt	ENSG00000058404	CAMK2B	0	-0.3557337550894849	0.0	0.8978429903791472	0.7183310058244491
GCST002222	annotated_credset_3.txt	ENSG00000015676	NUDCD3	0	-0.6706452756714826	0.0	0.3289306509668611	0.9312851255151742
